GRASPConstructive_Criterion1_Seed_13_SolCount_700_LS_Swap;1
GRASPConstructive_Criterion1_Seed_13_SolCount_700_LSforParetoConcurrent_LS_Swap_100%_100%;2

INSTANCE;CV REF-1;HV 1;EPS 1;GD 1;SIZE 1;SPREAD 1;IGD 1;CV REF-2;HV 2;EPS 2;GD 2;SIZE 2;SPREAD 2;IGD 2
MDG-b_12_n500_m50.txt;0.04849460922471257;0.4608850491156334;0.05902280130293161;4687.775738887486;22353;0.6957126410559823;1811.406833753227;0.8843031968031968;0.3841532769464974;0.10543238043824221;5520.916843188356;16016;0.7352826442522354;1695.3847917822259;
SOM-a_18_n50_m15.txt;0.20588235294117646;0.324646781789639;0.18681318681318682;102.64342264406412;34;0.9693106011805712;8.841893202457571;0.6818181818181818;0.24739926739926743;0.24;90.5181809270173;44;0.9667453064373376;8.841893202457571;
SOM-a_28_n100_m30.txt;
SOM-a_33_n125_m12.txt;0.15151515151515152;0.4167966211825862;0.21052631578947367;74.06047803969138;33;0.9537297402010998;6.169912016092502;0.7352941176470589;0.2941715399610137;0.3333333333333333;73.0502332824952;34;0.9733257230013594;7.513207300421159;
SOM-a_49_n150_m45.txt;
SOM-a_5_n25_m2.txt;
SOM-b_11_n300_m90.txt;
SOM-b_14_n400_m80.txt;
SOM-b_2_n100_m20.txt;0.5116279069767442;0.4267851656791749;0.18367346938775514;162.43965743457792;43;0.9720572703818368;11.743884846051712;0.5454545454545454;0.44047838490234803;0.17777777777777776;191.31832184538735;33;0.9856253836682577;9.889484023073372;
SOM-b_8_n200_m80.txt;
