GRASPConstructive_Criterion1_Seed_13_SolCount_700_LSforPareto_LS_Swap_10%_10%;1
GRASPConstructive_Criterion1_Seed_13_SolCount_700_LSforParetoConcurrent_LS_Swap_10%_10%;2

INSTANCE;CV REF-1;HV 1;EPS 1;GD 1;SIZE 1;SPREAD 1;IGD 1;CV REF-2;HV 2;EPS 2;GD 2;SIZE 2;SPREAD 2;IGD 2
GKD-a_19_n10_m6.txt;0.0;0.462124076385329;0.0;792.2953730880863;10;0.9868253649560503;142.60483034313367;0.0;0.462124076385329;0.0;792.2953730880863;10;0.9868253649560503;142.60483034313367;
GKD-a_32_n15_m4.txt;0.0;0.5115865667603624;0.0;153.1531573416105;31;0.8998972207369291;98.30583339031556;0.0;0.5115865667603624;0.0;153.1531573416105;31;0.8998972207369291;98.30583339031556;
GKD-a_47_n15_m12.txt;0.0;0.14292482531356504;0.0;2486.429819562127;28;0.9998886374725852;279.8826603282652;0.0;0.14292482531356504;0.0;2486.429819562127;28;0.9998886374725852;279.8826603282652;
GKD-a_52_n30_m6.txt;0.0;0.43980193265970735;0.0;325.49220122951647;82;0.8859177492754949;166.58401631261324;0.0;0.43980193265970735;0.0;325.49220122951647;82;0.8859177492754949;166.58401631261324;
GKD-a_57_n30_m9.txt;0.0;0.6773189412061145;0.0;1621.4451907560724;23;0.9899410122501952;189.01443734918521;0.0;0.6773189412061145;0.0;1621.4451907560724;23;0.9899410122501952;189.01443734918521;
GKD-a_65_n30_m12.txt;0.0;0.5351162284049193;0.0;1932.1439025828972;22;0.9965832454829223;147.000402945055;0.0;0.5351162284049193;0.0;1932.143902582897;22;0.9965832454829223;147.000402945055;
GKD-a_71_n30_m24.txt;0.0;0.44736930187602114;0.0;7052.050904879683;23;0.9993638473411293;510.0719240924577;0.0;0.44736930187602114;0.0;7052.050904879683;23;0.9993638473411293;510.0719240924577;
GKD-a_7_n10_m3.txt;0.0;0.330998146397612;0.0;159.1202763448953;11;0.955028597181415;106.0863049911276;0.0;0.330998146397612;0.0;159.1202763448953;11;0.955028597181415;106.0863049911276;
GKD-b_13_n50_m5.txt;0.0;0.5866828161259834;0.0;233.44796325574262;33;0.9154142671774202;96.73483132317696;0.0;0.5866828161259834;0.0;233.44796325574262;33;0.9154142671774202;96.73483132317696;
GKD-b_17_n50_m15.txt;0.015037593984962405;0.22805793237004898;0.08028778831704153;602.0255294323227;133;0.9286117625580247;179.78166580588808;0.02857142857142857;0.22979855187729945;0.03926717424916554;585.8911018639243;140;0.9247708895515978;179.78166580588808;
GKD-b_1_n25_m2.txt;
GKD-b_24_n100_m10.txt;0.0;0.49971725104767295;0.055457159713604764;951.872358693718;88;0.9512900353074311;183.22241083105507;0.010638297872340425;0.5000950994070309;0.11222757350480611;915.0403174650083;94;0.9517766428970192;183.22241083105507;
GKD-b_30_n100_m30.txt;0.031746031746031744;0.44363975838220815;0.08017701469849514;3192.790830350414;252;0.9663098239665061;484.45791392728995;0.34843205574912894;0.4406648814107282;0.10435886201681466;2968.610233230861;287;0.9633995274294629;445.72226236685174;
GKD-b_35_n125_m12.txt;0.0;0.48941345931131797;0.008275230538244527;1064.5745192744512;41;0.9576753651173884;103.79817119584936;0.023809523809523808;0.489375340857953;0.0125538799855954;1051.8697101488285;42;0.9559055355827418;103.79817119584936;
GKD-b_37_n125_m37.txt;0.042682926829268296;0.6712335575154148;0.050017789394953466;9688.986707127882;164;0.9896089335810597;596.7578032502422;0.0;0.6698054268448468;0.04179158209874584;10038.359587489853;152;0.9874676421044918;596.7578032502422;
GKD-b_48_n150_m45.txt;0.13123644251626898;0.4359699404765151;0.11821163320412612;4194.19996198263;922;0.9469705845104618;619.5580859554888;0.28157894736842104;0.42655611811186456;0.15293341779835246;6625.333089497026;380;0.9763217103272456;705.5586285894392;
GKD-b_8_n25_m7.txt;0.0;0.5073820396976281;0.0;675.0631473771639;32;0.9628044629850914;160.31962409483566;0.0;0.5073820396976281;0.0;675.0631473771639;32;0.9628044629850914;160.31962409483566;
GKD-c_13_n500_m50.txt;0.0896551724137931;0.5474987463598524;0.05702635336253403;213.2697346784549;6815;0.8135294841592926;53.459004020899904;0.7357762777242044;0.5287335090481756;0.07496238800983512;243.123938000826;5185;0.8363113820468036;58.02264864881142;
GKD-c_18_n500_m50.txt;0.2994350282485876;0.4924244810488931;0.06794532686908376;244.45900114673128;5133;0.8384031266646605;57.26291390913818;0.5706079463858306;0.4802300162657117;0.0865026975325644;268.7638514995827;4178;0.8661128704436285;58.88573503611665;
GKD-c_1_n500_m50.txt;0.4164186507936508;0.48365998811735245;0.06749915813134266;278.11743473598153;4032;0.8698830987320002;55.37189933565907;0.3503770028275212;0.4920679724088378;0.0601350592911119;270.114653621157;4244;0.8622017551234038;53.03268067875819;
MDG-a_9_n500_m50.txt;0.3894422310756972;0.2780507250270226;0.05107438705911399;151.40132675933225;2008;0.9052407972612792;30.402842828225353;0.24846248462484624;0.27550837315768006;0.05666324929995642;169.52699517568198;1626;0.9218299703240744;28.835162746810504;
MDG-b_12_n500_m50.txt;0.13582531458179126;0.22395204113054548;0.06191345151199168;13026.355696595469;2702;0.8830927810855711;2806.600461745059;0.5429275158339197;0.2163811793492226;0.09019812304483843;12646.886958946014;2842;0.8804500455999452;2984.2966607789754;
SOM-a_18_n50_m15.txt;0.0;0.27466334400367387;0.0;123.74003478783028;22;0.9708511113005898;12.67934787846187;0.0;0.27466334400367387;0.0;123.74003478783028;22;0.9708511113005898;12.67934787846187;
SOM-a_28_n100_m30.txt;
